source_id,openalex_id,doi,title,year,venue,first_author,author_count,cited_by_count,is_top_venue,query_keys,themes,scale_or_instrument,diagnostic_boundary,safety_risk_type,human_oversight,doi_url,landing_page_url
PSY0583,https://openalex.org/W2796940952,10.1176/appi.ajp.2018.17060720,"Efficacy and Safety of Intranasal Esketamine for the Rapid Reduction of Symptoms of Depression and Suicidality in Patients at Imminent Risk for Suicide: Results of a Double-Blind, Randomized, Placebo-Controlled Study",2018,American Journal of Psychiatry,Carla M. Canuso,11,660,True,columbia_suicide_severity,general,none,screening_only,crisis_or_self_harm,clinical_review_context,https://doi.org/10.1176/appi.ajp.2018.17060720,https://doi.org/10.1176/appi.ajp.2018.17060720
PSY0587,https://openalex.org/W2753665614,10.1016/s2215-0366(17)30328-0,The effects of improving sleep on mental health (OASIS): a randomised controlled trial with mediation analysis,2017,The Lancet Psychiatry,Daniel Freeman,42,657,True,wellbeing_screening;gad7_screening;who5_wellbeing;isi_sleep;measurement_based_care;online_cbt_digital,non_diagnostic_screening;clinical_scale_instruments,ISI,screening_or_validation,none,not_specified,https://doi.org/10.1016/s2215-0366(17)30328-0,https://doi.org/10.1016/s2215-0366(17)30328-0
PSY0591,https://openalex.org/W2891168202,10.1002/wps.20568,Intergenerational transmission of trauma effects: putative role of epigenetic mechanisms,2018,World Psychiatry,Rachel Yehuda,2,650,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,none,not_specified,https://doi.org/10.1002/wps.20568,https://doi.org/10.1002/wps.20568
PSY0610,https://openalex.org/W4386765496,10.1002/wps.21120,"Treatment‐resistant depression: definition, prevalence, detection, management, and investigational interventions",2023,World Psychiatry,Roger S. McIntyre,27,626,True,wellbeing_screening;mental_health_apps_evaluation;engagement_adherence_digital;llm_mental_health_safety,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health;llm_chatbot_safety,ISI,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.21120,https://doi.org/10.1002/wps.21120
PSY0611,https://openalex.org/W2275562271,10.1037/pas0000207,Cross-cultural validation of the Depression Anxiety Stress Scale–21 in China.,2015,Psychological Assessment,Kui Wang,9,626,True,dass21_distress,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,DASS,screening_or_validation,none,not_specified,https://doi.org/10.1037/pas0000207,https://doi.org/10.1037/pas0000207
PSY0623,https://openalex.org/W1974820251,10.1017/s2045796015000189,Anxious and non-anxious major depressive disorder in the World Health Organization World Mental Health Surveys,2015,Epidemiology and Psychiatric Sciences,Ronald C. Kessler,33,620,True,longitudinal_mood_modeling,longitudinal_state_modeling,GAD,diagnostic_claim_present,crisis_or_self_harm,not_specified,https://doi.org/10.1017/s2045796015000189,https://doi.org/10.1017/s2045796015000189
PSY0629,https://openalex.org/W2944285188,10.1002/wps.20617,The “online brain”: how the Internet may be changing our cognition,2019,World Psychiatry,Joseph Firth,11,612,True,mobile_sensing_mental_health;wearables_sleep_stress;jitai_mental_health,longitudinal_state_modeling;digital_mental_health,none,screening_only,none,not_specified,https://doi.org/10.1002/wps.20617,https://doi.org/10.1002/wps.20617
PSY0637,https://openalex.org/W3110783124,10.1016/s2215-0366(20)30491-0,"The mental health impact of the COVID-19 pandemic on people with and without depressive, anxiety, or obsessive-compulsive disorders: a longitudinal study of three Dutch case-control cohorts",2020,The Lancet Psychiatry,Kuan‐Yu Pan,10,603,True,measurement_based_care,longitudinal_state_modeling,none,screening_only,none,not_specified,https://doi.org/10.1016/s2215-0366(20)30491-0,https://doi.org/10.1016/s2215-0366(20)30491-0
PSY0640,https://openalex.org/W1905774592,10.1002/j.2051-5545.2010.tb00254.x,The long-term costs of traumatic stress: intertwined physical and psychological consequences,2010,World Psychiatry,Alexander C. McFarlane,1,602,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/j.2051-5545.2010.tb00254.x,https://doi.org/10.1002/j.2051-5545.2010.tb00254.x
PSY0652,https://openalex.org/W2944611832,10.1002/wps.20624,Nonsocial and social cognition in schizophrenia: current evidence and future directions,2019,World Psychiatry,Michael F. Green,3,591,True,ema_mental_health;digital_phenotyping;jitai_mental_health,longitudinal_state_modeling;digital_mental_health,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.1002/wps.20624,https://doi.org/10.1002/wps.20624
PSY0665,https://openalex.org/W2139834416,10.1176/ajp.2007.164.2.328,Psychiatric Disorders Among Bariatric Surgery Candidates: Relationship to Obesity and Functional Health Status,2007,American Journal of Psychiatry,Melissa A. Kalarchian,9,579,True,isi_sleep,non_diagnostic_screening;longitudinal_state_modeling,ISI,diagnostic_claim_present,none,not_specified,https://doi.org/10.1176/ajp.2007.164.2.328,https://doi.org/10.1176/ajp.2007.164.2.328
PSY0666,https://openalex.org/W1561650855,10.1186/1471-244x-5-46,The hospital anxiety and depression rating scale: A cross-sectional study of psychometrics and case finding abilities in general practice,2005,BMC Psychiatry,Ingrid Olssøn,3,578,True,gad7_screening,non_diagnostic_screening;clinical_scale_instruments,GAD,diagnostic_claim_present,none,not_specified,https://doi.org/10.1186/1471-244x-5-46,https://doi.org/10.1186/1471-244x-5-46
PSY0668,https://openalex.org/W3131457744,10.1016/j.artint.2021.103473,What do we want from Explainable Artificial Intelligence (XAI)? – A stakeholder perspective on XAI and a conceptual model guiding interdisciplinary XAI research,2021,Artificial Intelligence,Markus Langer,8,575,True,conversational_agent_safety,general,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1016/j.artint.2021.103473,https://doi.org/10.1016/j.artint.2021.103473
PSY0675,https://openalex.org/W2203071073,10.1001/jamapsychiatry.2015.2688,Association of Mental Disorders With Subsequent Chronic Physical Conditions,2015,JAMA Psychiatry,Kate M. Scott,19,571,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1001/jamapsychiatry.2015.2688,https://doi.org/10.1001/jamapsychiatry.2015.2688
PSY0678,https://openalex.org/W1590650015,10.1002/j.2051-5545.2008.tb00182.x,"Early intervention in psychosis: concepts, evidence and future directions",2008,World Psychiatry,Patrick D. McGorry,3,566,True,longitudinal_mood_modeling;jitai_mental_health,longitudinal_state_modeling;digital_mental_health,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/j.2051-5545.2008.tb00182.x,https://doi.org/10.1002/j.2051-5545.2008.tb00182.x
PSY0689,https://openalex.org/W2582112541,10.1002/wps.20388,Has increased provision of treatment reduced the prevalence of common mental disorders? Review of the evidence from four countries,2017,World Psychiatry,Anthony F. Jorm,4,558,True,kessler_distress,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,Kessler;ISI,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.20388,https://doi.org/10.1002/wps.20388
PSY0699,https://openalex.org/W2414680936,10.1002/wps.20306,Treatment engagement of individuals experiencing mental illness: review and update,2016,World Psychiatry,Lisa B. Dixon,3,551,True,mobile_sensing_mental_health,digital_mental_health,ISI,screening_only,none,not_specified,https://doi.org/10.1002/wps.20306,https://doi.org/10.1002/wps.20306
PSY0701,https://openalex.org/W2255620466,10.1007/s00127-016-1178-7,"Social isolation, loneliness and depression in young adulthood: a behavioural genetic analysis",2016,Social Psychiatry and Psychiatric Epidemiology,Timothy Matthews,7,549,True,non_diagnostic_screening_distress;who5_wellbeing,non_diagnostic_screening;longitudinal_state_modeling,WHO-5,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1007/s00127-016-1178-7,https://doi.org/10.1007/s00127-016-1178-7
PSY0702,https://openalex.org/W2763589533,10.1186/s12888-017-1503-z,Gender differences in factors associated with smartphone addiction: a cross-sectional study among medical college students,2017,BMC Psychiatry,Baifeng Chen,6,548,True,non_diagnostic_screening_distress;wellbeing_screening;who5_wellbeing;isi_sleep,non_diagnostic_screening;longitudinal_state_modeling,ISI,screening_or_validation,none,not_specified,https://doi.org/10.1186/s12888-017-1503-z,https://doi.org/10.1186/s12888-017-1503-z
PSY0713,https://openalex.org/W3011432881,10.1186/s12888-019-2427-6,Norms for Zung’s Self-rating Anxiety Scale,2020,BMC Psychiatry,Debra A. Dunstan,2,539,True,who5_wellbeing,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,PHQ;GAD;WHO-5,diagnostic_claim_present,none,not_specified,https://doi.org/10.1186/s12888-019-2427-6,https://doi.org/10.1186/s12888-019-2427-6
PSY0719,https://openalex.org/W2921579356,10.1016/s2215-0366(19)30030-6,Predictors of future suicide attempt among adolescents with suicidal thoughts or non-suicidal self-harm: a population-based birth cohort study,2019,The Lancet Psychiatry,Becky Mars,8,536,True,ema_mental_health,longitudinal_state_modeling;llm_chatbot_safety,none,screening_only,crisis_or_self_harm,clinical_review_context,https://doi.org/10.1016/s2215-0366(19)30030-6,https://doi.org/10.1016/s2215-0366(19)30030-6
PSY0724,https://openalex.org/W3121102591,10.1186/s12888-020-03012-1,Effects of sources of social support and resilience on the mental health of different age groups during the COVID-19 pandemic,2021,BMC Psychiatry,Fugui Li,11,528,True,who5_wellbeing,non_diagnostic_screening,WHO-5,screening_only,none,not_specified,https://doi.org/10.1186/s12888-020-03012-1,https://doi.org/10.1186/s12888-020-03012-1
PSY0725,https://openalex.org/W3048100966,10.2196/17158,Conversational Agents in Health Care: Scoping Review and Conceptual Analysis,2020,Journal of Medical Internet Research,Lorainne Tudor Car,7,528,True,non_diagnostic_screening_distress;wellbeing_screening;who5_wellbeing;mobile_sensing_mental_health;wearables_sleep_stress;jitai_mental_health;digital_mental_health_interventions;mental_health_apps_evaluation;online_cbt_digital;engagement_adherence_digital;chatbot_mental_health;conversational_agent_safety;empathetic_dialogue_safety,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health;llm_chatbot_safety,WHO-5,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/17158,https://doi.org/10.2196/17158
PSY0737,https://openalex.org/W2330587564,10.1176/appi.ajp.2016.16010037,"A Double-Blind, Randomized, Placebo-Controlled, Dose-Frequency Study of Intravenous Ketamine in Patients With Treatment-Resistant Depression",2016,American Journal of Psychiatry,Jaskaran Singh,16,521,True,columbia_suicide_severity,general,none,screening_only,crisis_or_self_harm,not_specified,https://doi.org/10.1176/appi.ajp.2016.16010037,https://doi.org/10.1176/appi.ajp.2016.16010037
PSY0743,https://openalex.org/W3030637260,10.2196/19264,"Telehealth in the Context of COVID-19: Changing Perspectives in Australia, the United Kingdom, and the United States",2020,Journal of Medical Internet Research,Malcolm Fisk,3,516,True,mobile_sensing_mental_health,general,none,screening_only,none,not_specified,https://doi.org/10.2196/19264,https://doi.org/10.2196/19264
PSY0758,https://openalex.org/W2584117699,10.1007/s00127-017-1339-3,Loneliness and depression in the elderly: the role of social network,2017,Social Psychiatry and Psychiatric Epidemiology,Joan Domènech‐Abella,9,505,True,ucla_loneliness,general,none,screening_only,none,not_specified,https://doi.org/10.1007/s00127-017-1339-3,https://doi.org/10.1007/s00127-017-1339-3
PSY0765,https://openalex.org/W2988293491,10.1007/s00146-020-00992-2,"The Chinese approach to artificial intelligence: an analysis of policy, ethics, and regulation",2020,AI & Society,Huw Roberts,6,501,True,clinical_governance_ai_mental_health;digital_health_clinical_safety;human_oversight_mental_health_ai,general,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1007/s00146-020-00992-2,https://doi.org/10.1007/s00146-020-00992-2
PSY0767,https://openalex.org/W2254074333,10.1017/s2045796016000044,Mental health and psychosocial wellbeing of Syrians affected by armed conflict,2016,Epidemiology and Psychiatric Sciences,Ghayda Hassan,5,499,True,non_diagnostic_screening_distress,non_diagnostic_screening;longitudinal_state_modeling,PSS;ISI,diagnostic_claim_present,crisis_or_self_harm,not_specified,https://doi.org/10.1017/s2045796016000044,https://doi.org/10.1017/s2045796016000044
PSY0784,https://openalex.org/W2954457885,10.1080/10447318.2019.1619259,Seven HCI Grand Challenges,2019,International Journal of Human-Computer Interaction,Constantine Stephanidis,32,492,True,mobile_sensing_mental_health;wearables_sleep_stress;jitai_mental_health;mental_health_apps_evaluation;empathetic_dialogue_safety,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1080/10447318.2019.1619259,https://doi.org/10.1080/10447318.2019.1619259
PSY0808,https://openalex.org/W2599667007,10.1001/jamapsychiatry.2017.0056,Cross-sectional Comparison of the Epidemiology of <i>DSM-5</i> Generalized Anxiety Disorder Across the Globe,2017,JAMA Psychiatry,Ayelet Meron Ruscio,35,475,True,longitudinal_mood_modeling,clinical_scale_instruments;longitudinal_state_modeling,GAD,diagnostic_claim_present,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2017.0056,https://doi.org/10.1001/jamapsychiatry.2017.0056
PSY0812,https://openalex.org/W2893462149,10.1001/jamapsychiatry.2018.2745,"Effect of Digital Cognitive Behavioral Therapy for Insomnia on Health, Psychological Well-being, and Sleep-Related Quality of Life: A Randomized Clinical Trial",2018,JAMA Psychiatry,Colin A. Espie,14,473,True,wellbeing_screening;gad7_screening;who5_wellbeing;isi_sleep;online_cbt_digital,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,ISI,screening_or_validation,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2018.2745,https://doi.org/10.1001/jamapsychiatry.2018.2745
PSY0819,https://openalex.org/W2904777777,10.1016/j.jad.2018.12.043,"Anxiety, depression, loneliness and social network in the elderly: Longitudinal associations from The Irish Longitudinal Study on Ageing (TILDA)",2018,Journal of Affective Disorders,Joan Domènech‐Abella,4,471,True,ucla_loneliness,clinical_scale_instruments;longitudinal_state_modeling,GAD;UCLA Loneliness,screening_only,none,not_specified,https://doi.org/10.1016/j.jad.2018.12.043,https://doi.org/10.1016/j.jad.2018.12.043
PSY0821,https://openalex.org/W2064493761,10.1016/j.jad.2006.05.021,Validity of the patient health questionnaire (PHQ-9) as a screening tool for depression amongst Nigerian university students,2006,Journal of Affective Disorders,Abiodun O. Adewuya,3,471,True,phq9_screening,non_diagnostic_screening;clinical_scale_instruments,PHQ,screening_or_validation,none,not_specified,https://doi.org/10.1016/j.jad.2006.05.021,https://doi.org/10.1016/j.jad.2006.05.021
PSY0822,https://openalex.org/W2806195288,10.1002/wps.20514,Beyond the “at risk mental state” concept: transitioning to transdiagnostic psychiatry,2018,World Psychiatry,Patrick D. McGorry,4,469,True,ema_mental_health;longitudinal_mood_modeling,longitudinal_state_modeling,ISI,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.20514,https://doi.org/10.1002/wps.20514
PSY0833,https://openalex.org/W2115145758,10.1186/1471-244x-6-34,"The Four-Dimensional Symptom Questionnaire (4DSQ): a validation study of a multidimensional self-report questionnaire to assess distress, depression, anxiety and somatization",2006,BMC Psychiatry,Berend Terluin,10,463,True,non_diagnostic_screening_distress,non_diagnostic_screening,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.1186/1471-244x-6-34,https://doi.org/10.1186/1471-244x-6-34
PSY0842,https://openalex.org/W3048800205,10.1186/s12888-020-02707-9,Females with ADHD: An expert consensus statement taking a lifespan approach providing guidance for the identification and treatment of attention-deficit/ hyperactivity disorder in girls and women,2020,BMC Psychiatry,Susan Young,22,457,True,non_diagnostic_screening_distress;mental_health_apps_evaluation;online_cbt_digital;engagement_adherence_digital,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.1186/s12888-020-02707-9,https://doi.org/10.1186/s12888-020-02707-9
PSY0848,https://openalex.org/W2768795110,10.1177/2167702617744325,Personalized Network Modeling in Psychopathology: The Importance of Contemporaneous and Temporal Connections,2018,Clinical Psychological Science,Sacha Epskamp,7,455,True,ema_mental_health;longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,none,not_specified,https://doi.org/10.1177/2167702617744325,https://doi.org/10.1177/2167702617744325
PSY0853,https://openalex.org/W2917347002,10.1038/s41746-019-0084-2,Digital biomarkers for Alzheimer’s disease: the mobile/wearable devices opportunity,2019,npj Digital Medicine,Lampros Kourtis,4,454,True,ema_mental_health;digital_phenotyping;mobile_sensing_mental_health;wearables_sleep_stress,longitudinal_state_modeling,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.1038/s41746-019-0084-2,https://doi.org/10.1038/s41746-019-0084-2
PSY0855,https://openalex.org/W2112062218,10.1111/j.1467-9280.2008.02194.x,Counteracting Loneliness,2008,Psychological Science,Xinyue Zhou,4,454,True,ucla_loneliness,general,none,screening_only,none,not_specified,https://doi.org/10.1111/j.1467-9280.2008.02194.x,https://doi.org/10.1111/j.1467-9280.2008.02194.x
PSY0856,https://openalex.org/W3134541358,10.1002/wps.20869,Preventive psychiatry: a blueprint for improving the mental health of young people,2021,World Psychiatry,Paolo Fusar‐Poli,6,453,True,non_diagnostic_screening_distress;subclinical_symptoms_monitoring;wellbeing_screening;mental_health_apps_evaluation,non_diagnostic_screening,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.20869,https://doi.org/10.1002/wps.20869
PSY0871,https://openalex.org/W2080709602,10.1016/j.jad.2010.06.012,Personality and the perception of health and happiness,2010,Journal of Affective Disorders,C. Robert Cloninger,2,445,True,panas_affect,non_diagnostic_screening;clinical_scale_instruments,PANAS,screening_only,none,not_specified,https://doi.org/10.1016/j.jad.2010.06.012,https://doi.org/10.1016/j.jad.2010.06.012
PSY0876,https://openalex.org/W2139314688,10.1186/1471-244x-13-24,Validation of the depression anxiety stress scales (DASS) 21 as a screening instrument for depression and anxiety in a rural community-based cohort of northern Vietnamese women,2013,BMC Psychiatry,Thach Tran,3,443,True,dass21_distress,non_diagnostic_screening;clinical_scale_instruments,DASS,diagnostic_claim_present,none,not_specified,https://doi.org/10.1186/1471-244x-13-24,https://doi.org/10.1186/1471-244x-13-24
PSY0878,https://openalex.org/W2167362353,10.1176/ajp.154.6.840,Specific major mental disorders and criminality: a 26-year prospective study of the 1966 northern Finland birth cohort,1997,American Journal of Psychiatry,Jari Tiihonen,5,443,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1176/ajp.154.6.840,https://doi.org/10.1176/ajp.154.6.840
PSY0892,https://openalex.org/W1998472993,10.2196/jmir.1858,Self-monitoring Using Mobile Phones in the Early Stages of Adolescent Depression: Randomized Controlled Trial,2012,Journal of Medical Internet Research,Sylvia Kauer,8,433,True,subclinical_symptoms_monitoring;ema_mental_health,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,DASS,screening_only,none,not_specified,https://doi.org/10.2196/jmir.1858,https://doi.org/10.2196/jmir.1858
PSY0902,https://openalex.org/W3203321135,10.1145/3491102.3517582,AI Chains: Transparent and Controllable Human-AI Interaction by Chaining Large Language Model Prompts,2022,CHI Conference on Human Factors in Computing Systems,Tongshuang Wu,3,424,True,chatbot_mental_health,llm_chatbot_safety,none,screening_only,none,not_specified,https://doi.org/10.1145/3491102.3517582,https://doi.org/10.1145/3491102.3517582
PSY0912,https://openalex.org/W2884375080,10.1016/j.jad.2018.06.033,The associations between non-suicidal self-injury and first onset suicidal thoughts and behaviors,2018,Journal of Affective Disorders,Glenn Kiekens,13,421,True,audit_substance,clinical_scale_instruments;llm_chatbot_safety,AUDIT,screening_only,crisis_or_self_harm,not_specified,https://doi.org/10.1016/j.jad.2018.06.033,https://doi.org/10.1016/j.jad.2018.06.033
PSY0916,https://openalex.org/W4313527987,10.1080/10447318.2022.2153320,Six Human-Centered Artificial Intelligence Grand Challenges,2023,International Journal of Human-Computer Interaction,Özlem Özmen Garibay,26,419,True,llm_mental_health_safety,non_diagnostic_screening;llm_chatbot_safety,ISI,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1080/10447318.2022.2153320,https://doi.org/10.1080/10447318.2022.2153320
PSY0919,https://openalex.org/W2563766843,10.2196/jmir.6482,The Use and Effectiveness of Mobile Apps for Depression: Results From a Fully Remote Clinical Trial,2016,Journal of Medical Internet Research,Patricia A. Areán,7,418,True,gad7_screening;audit_substance,non_diagnostic_screening;clinical_scale_instruments;digital_mental_health,PHQ;AUDIT,screening_or_validation,none,not_specified,https://doi.org/10.2196/jmir.6482,https://doi.org/10.2196/jmir.6482
PSY0939,https://openalex.org/W2913713488,10.2196/12887,Physicians’ Perceptions of Chatbots in Health Care: Cross-Sectional Web-Based Survey,2019,Journal of Medical Internet Research,Adam Palanica,5,403,True,chatbot_mental_health;ai_therapy_risk,longitudinal_state_modeling;llm_chatbot_safety,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/12887,https://doi.org/10.2196/12887
PSY0943,https://openalex.org/W1970447821,10.2196/jmir.1371,Mobile Therapy: Case Study Evaluations of a Cell Phone Application for Emotional Self-Awareness,2010,Journal of Medical Internet Research,Margaret E. Morris,7,402,True,jitai_mental_health,longitudinal_state_modeling;digital_mental_health,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/jmir.1371,https://doi.org/10.2196/jmir.1371
PSY0952,https://openalex.org/W2288214779,10.2196/jmir.5105,"Differences in Access to and Preferences for Using Patient Portals and Other eHealth Technologies Based on Race, Ethnicity, and Age: A Database and Survey Study of Seniors in a Large Health Plan",2016,Journal of Medical Internet Research,Nancy P. Gordon,2,399,True,wellbeing_screening,non_diagnostic_screening;longitudinal_state_modeling,none,screening_or_validation,none,not_specified,https://doi.org/10.2196/jmir.5105,https://doi.org/10.2196/jmir.5105
PSY0959,https://openalex.org/W2775025186,10.1080/10447318.2017.1403220,"Expanding the Technology Acceptance Model with the Inclusion of Trust, Social Influence, and Health Valuation to Determine the Predictors of German Users’ Willingness to Continue using a Fitness App: A Structural Equation Modeling Approach",2017,International Journal of Human-Computer Interaction,Ardion Beldad,2,396,True,mobile_sensing_mental_health,general,none,screening_only,none,not_specified,https://doi.org/10.1080/10447318.2017.1403220,https://doi.org/10.1080/10447318.2017.1403220
PSY0960,https://openalex.org/W2020815836,10.1007/s00127-015-1048-8,"The Dunedin Multidisciplinary Health and Development Study: overview of the first 40 years, with an eye to the future",2015,Social Psychiatry and Psychiatric Epidemiology,Richie Poulton,3,396,True,non_diagnostic_screening_distress,non_diagnostic_screening,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1007/s00127-015-1048-8,https://doi.org/10.1007/s00127-015-1048-8
PSY0961,https://openalex.org/W3087776590,10.1038/s41746-020-00333-z,A short guide for medical professionals in the era of artificial intelligence,2020,npj Digital Medicine,Bertalan Meskó,2,395,True,ai_therapy_risk,general,ISI,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1038/s41746-020-00333-z,https://doi.org/10.1038/s41746-020-00333-z
PSY0962,https://openalex.org/W2804266670,10.1176/appi.ajp.2018.17101167,Predicting Suicide Attempts and Suicide Deaths Following Outpatient Visits Using Electronic Health Records,2018,American Journal of Psychiatry,Gregory E. Simon,11,395,True,columbia_suicide_severity,non_diagnostic_screening;longitudinal_state_modeling;llm_chatbot_safety,ISI,diagnostic_claim_present,crisis_or_self_harm,not_specified,https://doi.org/10.1176/appi.ajp.2018.17101167,https://doi.org/10.1176/appi.ajp.2018.17101167
PSY0969,https://openalex.org/W2598837636,10.1176/appi.ajp.2017.16091037,"KINECT 3: A Phase 3 Randomized, Double-Blind, Placebo-Controlled Trial of Valbenazine for Tardive Dyskinesia",2017,American Journal of Psychiatry,Robert A. Hauser,9,392,True,columbia_suicide_severity,longitudinal_state_modeling,none,screening_only,crisis_or_self_harm,not_specified,https://doi.org/10.1176/appi.ajp.2017.16091037,https://doi.org/10.1176/appi.ajp.2017.16091037
PSY0971,https://openalex.org/W2549714162,10.1186/s12888-016-1083-3,Prevalence and correlates of problematic smartphone use in a large random sample of Chinese undergraduates,2016,BMC Psychiatry,Jiang Long,7,390,True,wellbeing_screening,non_diagnostic_screening;longitudinal_state_modeling,none,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1186/s12888-016-1083-3,https://doi.org/10.1186/s12888-016-1083-3
PSY0984,https://openalex.org/W1797132936,10.2196/jmir.4127,Gender Differences in Searching for Health Information on the Internet and the Virtual Patient-Physician Relationship in Germany: Exploratory Results on How Men and Women Differ and Why,2015,Journal of Medical Internet Research,Sonja Bidmon,2,386,True,wellbeing_screening,non_diagnostic_screening,none,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/jmir.4127,https://doi.org/10.2196/jmir.4127
PSY0987,https://openalex.org/W2797004786,10.1017/s0033291718000788,Lonely young adults in modern Britain: findings from an epidemiological cohort study,2018,Psychological Medicine,Timothy Matthews,9,385,True,ucla_loneliness,longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1017/s0033291718000788,https://doi.org/10.1017/s0033291718000788
PSY0994,https://openalex.org/W2761423999,10.1016/j.invent.2017.10.002,A fully automated conversational agent for promoting mental well-being: A pilot RCT using mixed methods,2017,Internet Interventions,Kien Hoa Ly,3,383,True,engagement_adherence_digital,non_diagnostic_screening;digital_mental_health;llm_chatbot_safety,none,screening_only,none,not_specified,https://doi.org/10.1016/j.invent.2017.10.002,https://doi.org/10.1016/j.invent.2017.10.002
PSY0996,https://openalex.org/W4295014096,10.1001/jamapsychiatry.2022.2640,"Associations of Depression, Anxiety, Worry, Perceived Stress, and Loneliness Prior to Infection With Risk of Post–COVID-19 Conditions",2022,JAMA Psychiatry,Siwen Wang,10,382,True,ucla_loneliness,non_diagnostic_screening;longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1001/jamapsychiatry.2022.2640,https://doi.org/10.1001/jamapsychiatry.2022.2640
PSY1005,https://openalex.org/W2268895016,10.1016/s2215-0366(15)00536-2,Effectiveness of an online insomnia program (SHUTi) for prevention of depressive episodes (the GoodNight Study): a randomised controlled trial,2016,The Lancet Psychiatry,Helen Christensen,10,381,True,gad7_screening;isi_sleep,non_diagnostic_screening;clinical_scale_instruments,PHQ;ISI,screening_or_validation,none,not_specified,https://doi.org/10.1016/s2215-0366(15)00536-2,https://doi.org/10.1016/s2215-0366(15)00536-2
PSY1006,https://openalex.org/W2125284518,10.1017/s0033291799008351,"Consequences of anxiety in older persons: its effect on disability, well-being and use of health services",1999,Psychological Medicine,Edwin de Beurs,6,380,True,who5_wellbeing,non_diagnostic_screening,WHO-5,diagnostic_claim_present,none,not_specified,https://doi.org/10.1017/s0033291799008351,https://doi.org/10.1017/s0033291799008351
PSY1017,https://openalex.org/W4376132878,10.1002/wps.21073,"Substance use disorders: a comprehensive update of classification, epidemiology, neurobiology, clinical aspects, treatment and prevention",2023,World Psychiatry,Nora D. Volkow,2,375,True,non_diagnostic_screening_distress;wearables_sleep_stress;online_cbt_digital;crisis_response_digital_mental_health,non_diagnostic_screening;longitudinal_state_modeling,ISI,diagnostic_claim_present,crisis_or_self_harm,not_specified,https://doi.org/10.1002/wps.21073,https://doi.org/10.1002/wps.21073
PSY1018,https://openalex.org/W2341472385,10.1016/j.jad.2015.12.082,Perinatal anxiety disorder prevalence and incidence,2016,Journal of Affective Disorders,Nichole Fairbrother,5,375,True,gad7_screening;pcl5_trauma,non_diagnostic_screening;clinical_scale_instruments,GAD,screening_or_validation,none,not_specified,https://doi.org/10.1016/j.jad.2015.12.082,https://doi.org/10.1016/j.jad.2015.12.082
